Council Area,Organisation ,Session Name,Activity Status,Support Type,Delivery Type,Age Group,Day,Start,End,Address,Postcode,Lead Contact,Phone,Email,Website,Self Referral,Cost Type,Cost Amount,Eligibility,Description on Recovery Map,Additional Notes,Category,Start Time,End Time,Time Range,Full Address,lat,lng
Dundee City,Boomerang Community Centre SCIO,Cosy Café,Open Access,Food Resources,Drop-In,All Ages,Wednesday,10:00:00,11:30:00,"10 Kemback Street, Dundee",DD4 6ET,Unknown,,,,Yes,Free,,Open to all,Not on recovery map,"Cosy café - free tea/coffee, toast, sometimes pastries too.",Food Resources,10:00,11:30,10:00-11:30,"10 Kemback Street, Dundee, DD4 6ET, Scotland",56.469132,-2.95661
Dundee City,Boomerang Community Centre SCIO,Cosy Café,Open Access,Food Resources,Drop-In,All Ages,Thursday,10:00:00,11:30:00,"10 Kemback Street, Dundee",DD4 6ET,Unknown,,,,Yes,Free,,Open to all,Not on recovery map,"Cosy café - free tea/coffee, toast, sometimes pastries too.",Food Resources,10:00,11:30,10:00-11:30,"10 Kemback Street, Dundee, DD4 6ET, Scotland",56.469132,-2.95661
Dundee City,Boomerang Community Centre SCIO,Cosy Café,Open Access,Food Resources,Drop-In,All Ages,Friday,10:00:00,11:30:00,"10 Kemback Street, Dundee",DD4 6ET,Unknown,,,,Yes,Free,,Open to all,Not on recovery map,"Cosy café - free tea/coffee, toast, sometimes pastries too.",Food Resources,10:00,11:30,10:00-11:30,"10 Kemback Street, Dundee, DD4 6ET, Scotland",56.469132,-2.95661
Dundee City,Boomerang Community Centre SCIO,Lunch Club,Open Access,Food Resources,Drop-In,All Ages,Monday,12:15:00,13:15:00,"10 Kemback Street, Dundee",DD4 6ET,Unknown,,,,Yes,Paid,4,Open to all,Not on recovery map,Two course hot meal.,Food Resources,12:15,13:15,12:15-13:15,"10 Kemback Street, Dundee, DD4 6ET, Scotland",56.469132,-2.95661
Dundee City,Boomerang Community Centre SCIO,Lunch Club,Open Access,Food Resources,Drop-In,All Ages,Tuesday,12:15:00,13:15:00,"10 Kemback Street, Dundee",DD4 6ET,Unknown,,,,Yes,Paid,4,Open to all,Not on recovery map,Two course hot meal.,Food Resources,12:15,13:15,12:15-13:15,"10 Kemback Street, Dundee, DD4 6ET, Scotland",56.469132,-2.95661
Dundee City,Boomerang Community Centre SCIO,Lunch Club,Open Access,Food Resources,Drop-In,All Ages,Wednesday,12:15:00,13:15:00,"10 Kemback Street, Dundee",DD4 6ET,Unknown,,,,Yes,Paid,4,Open to all,Not on recovery map,Two course hot meal.,Food Resources,12:15,13:15,12:15-13:15,"10 Kemback Street, Dundee, DD4 6ET, Scotland",56.469132,-2.95661
Dundee City,Boomerang Community Centre SCIO,Lunch Club,Open Access,Food Resources,Drop-In,All Ages,Thursday,12:15:00,13:15:00,"10 Kemback Street, Dundee",DD4 6ET,Unknown,,,,Yes,Paid,4,Open to all,Not on recovery map,Two course hot meal.,Food Resources,12:15,13:15,12:15-13:15,"10 Kemback Street, Dundee, DD4 6ET, Scotland",56.469132,-2.95661
Dundee City,Fairfield Community Hub,Food Larder,Open Access,Food Resources,Drop-In,All Ages,Monday,10:00:00,12:00:00,"Fairfield Community Hub Food Larder, Drumgeith Road, Dundee",DD4 0JX,Unknown,,,,Yes,Paid,"£7 initial membership fee (includes first shop), thereafter £5 per shop which includes everything",Open to all,Not on recovery map,"Ambient items, fridge, freezer, toiletries, cleaning products, nappies, sanitary items, occasionally bakery products.",Food Resources,10:00,12:00,10:00-12:00,"Fairfield Community Hub Food Larder, Drumgeith Road, Dundee, DD4 0JX, Scotland",56.483096,-2.921193
Dundee City,Fairfield Community Hub,Food Larder,Open Access,Food Resources,Drop-In,All Ages,Saturday,10:00:00,12:00:00,"Fairfield Community Hub Food Larder, Drumgeith Road, Dundee",DD4 0JX,Unknown,,,,Yes,Paid,"£7 initial membership fee (includes first shop), thereafter £5 per shop which includes everything",Open to all,Not on recovery map,"Ambient items, fridge, freezer, toiletries, cleaning products, nappies, sanitary items, occasionally bakery products.",Food Resources,10:00,12:00,10:00-12:00,"Fairfield Community Hub Food Larder, Drumgeith Road, Dundee, DD4 0JX, Scotland",56.483096,-2.921193
Dundee City,Just Bee,Food Larder,Open Access,Food Resources,Drop-In,All Ages,Monday,10:00:00,14:00:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,,,,Yes,Paid,£3 for 8 items plus often free fruit and bakery items,Open to all,Not on recovery map,"Ambient items, refridgerated items, freezer items & toiletries.",Food Resources,10:00,14:00,10:00-14:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458385,-2.972881
Dundee City,Just Bee,Food Larder,Open Access,Food Resources,Drop-In,All Ages,Tuesday,10:00:00,14:00:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,,,,Yes,Paid,£3 for 8 items plus often free fruit and bakery items,Open to all,Not on recovery map,"Ambient items, refridgerated items, freezer items & toiletries.",Food Resources,10:00,14:00,10:00-14:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458385,-2.972881
Dundee City,Just Bee,Food Larder,Open Access,Food Resources,Drop-In,All Ages,Wednesday,10:00:00,14:00:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,,,,Yes,Paid,£3 for 8 items plus often free fruit and bakery items,Open to all,Not on recovery map,"Ambient items, refridgerated items, freezer items & toiletries.",Food Resources,10:00,14:00,10:00-14:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458385,-2.972881
Dundee City,Just Bee,Food Larder,Open Access,Food Resources,Drop-In,All Ages,Thursday,10:00:00,14:00:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,,,,Yes,Paid,£3 for 8 items plus often free fruit and bakery items,Open to all,Not on recovery map,"Ambient items, refridgerated items, freezer items & toiletries.",Food Resources,10:00,14:00,10:00-14:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458385,-2.972881
Dundee City,Just Bee,Food Larder,Open Access,Food Resources,Drop-In,All Ages,Friday,10:00:00,14:00:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,,,,Yes,Paid,£3 for 8 items plus often free fruit and bakery items,Open to all,Not on recovery map,"Ambient items, refridgerated items, freezer items & toiletries.",Food Resources,10:00,14:00,10:00-14:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458385,-2.972881
Dundee City,Just Bee,Food Larder,Open Access,Food Resources,Drop-In,All Ages,Saturday,10:30:00,14:30:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,,,,Yes,Paid,£3 for 8 items plus often free fruit and bakery items,Open to all,Not on recovery map,"Ambient items, refridgerated items, freezer items & toiletries.",Food Resources,10:30,14:30,10:30-14:30,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458385,-2.972881
Dundee City,Just Bee,Hot Lunch,Open Access,Food Resources,Drop-In,All Ages,Wednesday,11:00:00,13:00:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,,,,Yes,Free,,Open to all,Not on recovery map,Hot lunch.,Food Resources,11:00,13:00,11:00-13:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458385,-2.972881
Dundee City,Just Bee,Café,Open Access,Food Resources,Drop-In,All Ages,Thursday,13:00:00,17:00:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,,,,Yes,Paid,Low cost,Open to all,Not on recovery map,"Low cost (hot rolls, toasties, cakes, specials).",Food Resources,13:00,17:00,13:00-17:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458385,-2.972881
Dundee City,Just Bee,Hot Lunch,Open Access,Food Resources,Drop-In,All Ages,Friday,11:00:00,13:00:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,,,,Yes,Free,,Open to all,Not on recovery map,Hot lunch.,Food Resources,11:00,13:00,11:00-13:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458385,-2.972881
Dundee City,Just Bee,Café,Open Access,Food Resources,Drop-In,All Ages,Saturday,10:30:00,14:30:00,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee",DD1 4EH,Unknown,,,,Yes,Paid,Low cost,Open to all,Not on recovery map,"Café—low cost (breakfasts, hot rolls, toasties, cakes, specials)",Food Resources,10:30,14:30,10:30-14:30,"Side entrance, Meadowside St Paul's Church, 118 Nethergate, Dundee, DD1 4EH, Scotland",56.458385,-2.972881
Dundee City,Ardler Community Complex,Café Ardler,Open Access,Food Resources,Drop-In,All Ages,Monday,10:00:00,15:00:00,"95 Turnberry Avenue, Dundee",DD2 3WN,Unknown,,,,Yes,Paid,All meals £1,Open to all,Not on recovery map,Low cost food. Breakfast/lunch.,Food Resources,10:00,15:00,10:00-15:00,"95 Turnberry Avenue, Dundee, DD2 3WN, Scotland",56.487414,-3.014612
Dundee City,Ardler Community Complex,Café Ardler,Open Access,Food Resources,Drop-In,All Ages,Tuesday,10:00:00,18:00:00,"95 Turnberry Avenue, Dundee",DD2 3WN,Unknown,,,,Yes,Paid,All meals £1,Open to all,Not on recovery map,Breakfast/lunch/dinner,Food Resources,10:00,18:00,10:00-18:00,"95 Turnberry Avenue, Dundee, DD2 3WN, Scotland",56.487414,-3.014612
Dundee City,Ardler Community Complex,Café Ardler,Open Access,Food Resources,Drop-In,All Ages,Wednesday,10:00:00,18:00:00,"95 Turnberry Avenue, Dundee",DD2 3WN,Unknown,,,,Yes,Paid,All meals £1,Open to all,Not on recovery map,Breakfast/lunch/dinner,Food Resources,10:00,18:00,10:00-18:00,"95 Turnberry Avenue, Dundee, DD2 3WN, Scotland",56.487414,-3.014612
Dundee City,Ardler Community Complex,Café Ardler,Open Access,Food Resources,Drop-In,All Ages,Thursday,10:00:00,18:00:00,"95 Turnberry Avenue, Dundee",DD2 3WN,Unknown,,,,Yes,Paid,All meals £1,Open to all,Not on recovery map,Breakfast/lunch/dinner,Food Resources,10:00,18:00,10:00-18:00,"95 Turnberry Avenue, Dundee, DD2 3WN, Scotland",56.487414,-3.014612
Dundee City,Ardler Community Complex,Café Ardler,Open Access,Food Resources,Drop-In,All Ages,Friday,10:00:00,15:00:00,"95 Turnberry Avenue, Dundee",DD2 3WN,Unknown,,,,Yes,Paid,All meals £1,Open to all,Not on recovery map,Breakfast/lunch.,Food Resources,10:00,15:00,10:00-15:00,"95 Turnberry Avenue, Dundee, DD2 3WN, Scotland",56.487414,-3.014612
Dundee City,Lochee Community Larder & Café,Food Larder,Open Access,Food Resources,Drop-In,All Ages,Monday,11:00:00,13:00:00,"15 Whorterbank, Dundee",DD2 3AB,Unknown,,,,Yes,Paid,Basic bag £3. Basic plus 2 fridge or freezer items £6. Basic plus 4 fridge or freezer items £8.,Open to all,Not on recovery map,"Ambient, fridge, freezer, bakery, fruit & veg, sanitary products, nappies when available.",Food Resources,11:00,13:00,11:00-13:00,"15 Whorterbank, Dundee, DD2 3AB, Scotland",56.470954,-3.006068
Dundee City,Lochee Community Larder & Café,Food Larder,Open Access,Food Resources,Drop-In,All Ages,Wednesday,11:00:00,13:00:00,"15 Whorterbank, Dundee",DD2 3AB,Unknown,,,,Yes,Paid,Basic bag £3. Basic plus 2 fridge or freezer items £6. Basic plus 4 fridge or freezer items £8,Open to all,Not on recovery map,"Ambient, fridge, freezer, bakery, fruit & veg, sanitary products, nappies when available.",Food Resources,11:00,13:00,11:00-13:00,"15 Whorterbank, Dundee, DD2 3AB, Scotland",56.470954,-3.006068
Dundee City,Lochee Community Larder & Café,Food Larder,Open Access,Food Resources,Drop-In,All Ages,Friday,11:00:00,13:00:00,"15 Whorterbank, Dundee",DD2 3AB,Unknown,,,,Yes,Paid,Basic bag £3. Basic plus 2 fridge or freezer items £6. Basic plus 4 fridge or freezer items £8,Open to all,Not on recovery map,"Ambient, fridge, freezer, bakery, fruit & veg, sanitary products, nappies when available.",Food Resources,11:00,13:00,11:00-13:00,"15 Whorterbank, Dundee, DD2 3AB, Scotland",56.470954,-3.006068
Dundee City,Lochee Community Larder & Café,Café,Open Access,Food Resources,Drop-In,All Ages,Monday,11:00:00,14:00:00,"15 Whorterbank, Dundee",DD2 3AB,Unknown,,,,Yes,Free,,Open to all,Not on recovery map,Breakfast then lunch.,Food Resources,11:00,14:00,11:00-14:00,"15 Whorterbank, Dundee, DD2 3AB, Scotland",56.470954,-3.006068
Dundee City,Lochee Community Larder & Café,Café,Open Access,Food Resources,Drop-In,All Ages,Wednesday,11:00:00,14:00:00,"15 Whorterbank, Dundee",DD2 3AB,Unknown,,,,Yes,Free,,Open to all,Not on recovery map,Breakfast then lunch.,Food Resources,11:00,14:00,11:00-14:00,"15 Whorterbank, Dundee, DD2 3AB, Scotland",56.470954,-3.006068
Dundee City,Lochee Community Larder & Café,Café,Open Access,Food Resources,Drop-In,All Ages,Friday,11:00:00,14:00:00,"15 Whorterbank, Dundee",DD2 3AB,Unknown,,,,Yes,Free,,Open to all,Not on recovery map,Breakfast then lunch.,Food Resources,11:00,14:00,11:00-14:00,"15 Whorterbank, Dundee, DD2 3AB, Scotland",56.470954,-3.006068
Dundee City,Gilfillan Memorial Church,Parent & Toddler Group,Scheduled Activity,Food Resources,Group,All Ages,Monday,12:00:00,15:00:00,"Gilfillan Memorial Church, 24 Whitehall Crescent, Dundee",DD1 4AY,Unknown,,,,Yes,Free,,Parents & Toddlers,Not on recovery map,"Sandwiches, yoghurt, fruit, biscuits, drinks.",Food Resources,12:00,15:00,12:00-15:00,"Gilfillan Memorial Church, 24 Whitehall Crescent, Dundee, DD1 4AY, Scotland",56.458997,-2.969413
Dundee City,Gilfillan Memorial Church,Wired Drop-In,Open Access,Food Resources,Drop-In,Unknown,Friday,11:00:00,13:00:00,"Gilfillan Memorial Church, 24 Whitehall Crescent, Dundee",DD1 4AY,Unknown,,,,Yes,Free,,,Not on recovery map,"Hot food, tea/coffee.",Food Resources,11:00,13:00,11:00-13:00,"Gilfillan Memorial Church, 24 Whitehall Crescent, Dundee, DD1 4AY, Scotland",56.458997,-2.969413
Dundee City,Parish Nursing Dundee,Lunch & Additional Support,Open Access,Food Resources,Drop-In,All Ages,Monday,13:00:00,15:00:00,"The Steeple Church, Nethergate, Dundee",DD1 4DG,Barbara MacFarlane/Kirsty Nelson,,,,Yes,Free,,Open to all,,Lunch & additional support. Dental van outside 10:30 - 15:00.,Food Resources,13:00,15:00,13:00-15:00,"The Steeple Church, Nethergate, Dundee, DD1 4DG, Scotland",56.459469,-2.972778
Dundee City,Parish Nursing Dundee,Lunch & Additional Support,Open Access,Food Resources,Drop-In,All Ages,Thursday,13:00:00,15:00:00,"The Steeple Church, Nethergate, Dundee",DD1 4DG,Barbara MacFarlane/Kirsty Nelson,,,,Yes,Free,,Open to all,,Lunch & additional support. Dental van outside 10:30 - 15:00.,Food Resources,13:00,15:00,13:00-15:00,"The Steeple Church, Nethergate, Dundee, DD1 4DG, Scotland",56.459469,-2.972778
Dundee City,Brooksbank Centre & Services,Brooksbank Teatime,Open Access,Food Resources,Drop-In,All Ages,Monday,16:00:00,16:45:00,"Pitairlie Road, Mid Craigie Road, Dundee",DD4 8DG,Unknown,,,,Yes,Paid,"Adult £1, child 50p",Open to all,Not on recovery map,Hot food.,Food Resources,16:00,16:45,16:00-16:45,"Pitairlie Road, Mid Craigie Road, Dundee, DD4 8DG, Scotland",56.481396,-2.937224
